id;author;author_name;tk_id;views;hearts;comments;shares;created_date;tags;duration;music;music_url;post_url;local_download_path;local_edit_path;claimed;uploaded;last_update;is_downloaded
@mis_ar_6797294685082619137;mis_ara;;;180.5;0;0;0;0;mis_ara|woah|woahchallenge|foryou|fyp|meme|tiktok;17;_- Mis_Ara;;https://tiktok.com/@mis_ara/video/6797294685082619137;./downloaded/downloads\@mis_ar_6797294685082619137.mp4;;1;0;19-06-2021T18:39:56;0
@funnyvids2k21_6915785138202758401;funnyvids2k21;;;188.4;0;0;0;0;funnyvids2k21|foryou|foryoupage|tiktok|wee|funny|dog|animals|4u|xyzbca|fypage|fail|fyp|viral;7;.....Wiii;;https://tiktok.com/@funnyvids2k21/video/6915785138202758401;./downloaded/downloads\@funnyvids2k21_6915785138202758401.mp4;;1;0;25-06-2021T07:40:43;0
@samuelgrubbs_6869149203290000645;samuelgrubbs;;;135.1;0;0;0;0;samuelgrubbs|foryou|foryoupage|fyp|tiktok|viral|funny|trend|trending|funny|lol;14;M to the B;;https://tiktok.com/@samuelgrubbs/video/6869149203290000645;./downloaded/downloads\@samuelgrubbs_6869149203290000645.mp4;;0;1;21-06-2021T00:05:08;0
@mis_ar_6779561637419535618;mis_ara;;;166.7;0;0;0;0;mis_ara|woah|woahchallenge|foryou|tiktok|poodle|dogchallenge|dog|trick|dogtrick|_;13;_- Mis_Ara;;https://tiktok.com/@mis_ara/video/6779561637419535618;./downloaded/downloads\@mis_ar_6779561637419535618.mp4;;1;0;19-06-2021T18:39:56;0
@funnyvids2k21_6911397395402165505;funnyvids2k21;;;106.4;0;0;0;0;funnyvids2k21|foryou|foryoupage|4u|tiktok|animals|xyzbca|fypage|funny|wee|dog|fyp|viral|fy;7;.....Wiii;;https://tiktok.com/@funnyvids2k21/video/6911397395402165505;./downloaded/downloads\@funnyvids2k21_6911397395402165505.mp4;;0;1;23-06-2021T02:58:02;0
@sassybus_6856492553756265733;sassybus;;;98.1;0;0;0;0;sassybus|byetiktok|fyp|tiktok|busconversion|vanbuild;21;Backyard Boy;;https://tiktok.com/@sassybus/video/6856492553756265733;./downloaded/downloads\@sassybus_6856492553756265733.mp4;;1;0;19-06-2021T18:39:56;0
@mattzworl_6831372615160958213;mattzworld;;;185.9;0;0;0;0;mattzworld|foryou|foryoupage|tiktok;16;original sound;;https://tiktok.com/@mattzworld/video/6831372615160958213;./downloaded/downloads\@mattzworl_6831372615160958213.mp4;;0;1;19-06-2021T18:39:56;0
@atul_bhoyar_6805776402562944258;atul_bhoyar_;;;180.7;0;0;0;0;atul_bhoyar_|helo|heloapp|downloadhelonow|tiktokindia|foryoupage|tiktok|foryou|vairal;19;original sound - (_)atulbhoyar;;https://tiktok.com/@atul_bhoyar_/video/6805776402562944258;./downloaded/downloads\@atul_bhoyar_6805776402562944258.mp4;;1;0;19-06-2021T18:39:56;0
@cznburak_6803727949368626438;cznburak;;;181.8;0;0;0;0;cznburak|czn|cznburak|tiktok;15;SUPER MARIO RUN (Trap Remix);;https://tiktok.com/@cznburak/video/6803727949368626438;./downloaded/downloads\@cznburak_6803727949368626438.mp4;;0;1;19-06-2021T18:39:56;0
@theshilpashetty_6787674726841011461;theshilpashetty;;;150.2;0;0;0;0;theshilpashetty|fyp|tiktok|tiktokindia|throwback|throwbackthursday|throwbackthursdaysong|tbt;16;Chura Ke Dil Mera - From "Main Khiladi Tu Anari";;https://tiktok.com/@theshilpashetty/video/6787674726841011461;./downloaded/downloads\@theshilpashetty_6787674726841011461.mp4;;1;0;19-06-2021T18:39:56;0
@jordi.koalitic_6766627359857593605;jordi.koalitic;;;90.4;0;0;0;0;jordi.koalitic|jordikoalitic|viral|top|tiktok|amazing|photo|secret|art|foryou|magic|best;35;sonido original;;https://tiktok.com/@jordi.koalitic/video/6766627359857593605;./downloaded/downloads\@jordi.koalitic_6766627359857593605.mp4;;0;1;19-06-2021T18:39:56;0
@mrant_6758827220774538502;mranto;;;126.1;0;0;0;0;mranto|foryou|tiktok;23;My Type;;https://tiktok.com/@mranto/video/6758827220774538502;./downloaded/downloads\@mrant_6758827220774538502.mp4;;1;0;19-06-2021T18:39:56;0
@cznburak_6899757185266420993;cznburak;;;91.1;0;0;0;0;cznburak|cznburak|tiktok;11;som original;;https://tiktok.com/@cznburak/video/6899757185266420993;./downloaded/downloads\@cznburak_6899757185266420993.mp4;;1;1;19-06-2021T18:39:56;0
@cznburak_6823755245529615621;cznburak;;;97.5;0;0;0;0;cznburak|czn|cznburak|tiktok;58;orijinal ses;;https://tiktok.com/@cznburak/video/6823755245529615621;./downloaded/downloads\@cznburak_6823755245529615621.mp4;;1;0;19-06-2021T18:39:56;0
@sophiat24_6698048799652203781;sophiat24;;;100.6;0;0;0;0;sophiat24|underwater|normalisboring|summerwya|comedy|foryou|tiktok;14;bob;;https://tiktok.com/@sophiat24/video/6698048799652203781;./downloaded/downloads\@sophiat24_6698048799652203781.mp4;;0;1;19-06-2021T18:39:56;0
@jordi.koalitic_6753177577969470726;jordi.koalitic;;;360.3;0;0;0;0;jordi.koalitic|tiktok|art|myart|tiktokcreator|photo|creative|photgraphy|photoshot|video|dope|creator;28;sonido original;;https://tiktok.com/@jordi.koalitic/video/6753177577969470726;./downloaded/downloads\@jordi.koalitic_6753177577969470726.mp4;;1;0;19-06-2021T18:39:56;0
@cutybeautykhan_6813037754943802626;cutybeautykhan;;;151.4;0;0;0;0;cutybeautykhan|cutebeuty|tiktokindia|tiktok;7;original sound - _Aasif Malik_;;https://tiktok.com/@cutybeautykhan/video/6813037754943802626;./downloaded/downloads\@cutybeautykhan_6813037754943802626.mp4;;0;1;21-06-2021T00:05:08;0
@cutybeautykhan_6810934048320441602;cutybeautykhan;;;99.3;0;0;0;0;cutybeautykhan|tiktokindia|tiktok;14;original sound - sunil majhi;;https://tiktok.com/@cutybeautykhan/video/6810934048320441602;./downloaded/downloads\@cutybeautykhan_6810934048320441602.mp4;;0;1;19-06-2021T18:39:56;0
@yuktikapoor39_6807765223848611073;yuktikapoor39;;;118.3;0;0;0;0;yuktikapoor39|foryou|trending|fyp|tiktok|coactors|maddamsir|copsoftiktok;13;original sound - Bhavin Bhanushali;;https://tiktok.com/@yuktikapoor39/video/6807765223848611073;./downloaded/downloads\@yuktikapoor39_6807765223848611073.mp4;;1;0;19-06-2021T18:39:56;0
@cznburak_6917216459420716289;cznburak;;;132.2;0;0;0;0;cznburak|cznburak|tiktok;14;.....Wiii;;https://tiktok.com/@cznburak/video/6917216459420716289;./downloaded/downloads\@cznburak_6917216459420716289.mp4;;0;1;19-06-2021T18:39:56;0
@cznburak_6774845158304402693;cznburak;;;227.1;0;0;0;0;cznburak|czn|cznburak|tiktok;15;orijinal ses;;https://tiktok.com/@cznburak/video/6774845158304402693;./downloaded/downloads\@cznburak_6774845158304402693.mp4;;1;0;19-06-2021T18:39:56;0
@insecthaus_a_6959414195444124934;insecthaus_adi;;;95.7;0;0;0;0;insecthaus_adi|loveyou|tiktok;10;original sound;;https://tiktok.com/@insecthaus_adi/video/6959414195444124934;./downloaded/downloads\@insecthaus_a_6959414195444124934.mp4;;0;1;19-06-2021T18:39:56;0
@jayprehistoricpets_6947659301704060166;jayprehistoricpets;;;114.7;0;0;0;0;jayprehistoricpets|tiktok|amazing|thankyou|snakes;11;original sound;;https://tiktok.com/@jayprehistoricpets/video/6947659301704060166;./downloaded/downloads\@jayprehistoricpets_6947659301704060166.mp4;;0;1;19-06-2021T18:39:56;0
@ammye1921_6763575556085648642;ammye1921;;;119.1;0;0;0;0;ammye1921|praveen1921|legendstar|viralvideo|foruyou|tiktok;12;orijinal ses;;https://tiktok.com/@ammye1921/video/6763575556085648642;./downloaded/downloads\@ammye1921_6763575556085648642.mp4;;0;1;21-06-2021T00:05:08;0
@alexandercaballeroficial_6866641501338864898;alexandercaballeroficial;;;183.6;0;0;0;0;alexandercaballeroficial|fyp|fy|tiktok|paratii|cortedepelo;34;El Chima - En Alta;;https://tiktok.com/@alexandercaballeroficial/video/6866641501338864898;./downloaded/downloads\@alexandercaballeroficial_6866641501338864898.mp4;;1;0;19-06-2021T18:39:56;0
@thematblackshow_6937901763752234246;thematblackshow;;;123.3;0;0;0;0;thematblackshow|pranks|funny|fyp|foryoupage|tiktok|viral|america|trending|followme|thematblackshow|usa;59;original sound;;https://tiktok.com/@thematblackshow/video/6937901763752234246;./downloaded/downloads\@thematblackshow_6937901763752234246.mp4;;0;1;19-06-2021T18:39:56;0
@cutybeautykhan_6817658603013541122;cutybeautykhan;;;91.0;0;0;0;0;cutybeautykhan|tiktokindia|tiktok|tiktokdance;11;original sound - _ZeRy_;;https://tiktok.com/@cutybeautykhan/video/6817658603013541122;./downloaded/downloads\@cutybeautykhan_6817658603013541122.mp4;;0;1;19-06-2021T18:39:56;0
@ulhaskamath_6791273026995375362;ulhaskamathe;;;100.4;0;0;0;0;ulhaskamathe|;21;original sound - Ulhas Kamathe;;https://tiktok.com/@ulhaskamathe/video/6791273026995375362;./downloaded/downloads\@ulhaskamath_6791273026995375362.mp4;;0;1;23-06-2021T02:58:02;0
@cutybeautykhan_6817089352196197634;cutybeautykhan;;;93.2;0;0;0;0;cutybeautykhan|jiy_khan|tiktok|tiktokdance|kolkata;14;original sound - I'm. jatain;;https://tiktok.com/@cutybeautykhan/video/6817089352196197634;./downloaded/downloads\@cutybeautykhan_6817089352196197634.mp4;;0;1;19-06-2021T18:39:56;0
@arnaldomangin_6842597765197958406;arnaldomangini;;;136.7;0;0;0;0;arnaldomangini|laxedsirenbeatchallenge|tiktok|tiktokdance|comedy|clown;14;Laxed (Siren Beat);;https://tiktok.com/@arnaldomangini/video/6842597765197958406;./downloaded/downloads\@arnaldomangin_6842597765197958406.mp4;;1;0;19-06-2021T18:39:56;0
@jackson.j_6886333782358609154;jackson.jo;;;91.3;0;0;0;0;jackson.jo|extremesports|bungeejump|tiktok|fly|fyp;10;_3_"N_1 _2N_;;https://tiktok.com/@jackson.jo/video/6886333782358609154;./downloaded/downloads\@jackson.j_6886333782358609154.mp4;;0;1;19-06-2021T18:39:56;0
@sonuplaha1_6808064755589270786;sonuplaha1;;;93.7;0;0;0;0;sonuplaha1|tiktokindia|india|new|sonuplaha|tikttok_india|jamshepur|best|best|ktm|tik_tok|tiktok;15;Moto;;https://tiktok.com/@sonuplaha1/video/6808064755589270786;./downloaded/downloads\@sonuplaha1_6808064755589270786.mp4;;1;0;19-06-2021T18:39:56;0
@ilush_help_6826803160842079494;ilush_help;;;121.2;0;0;0;0;ilush_help|N_|N_|N_2N_|N_2N_|N_constanntinn|_"N_"_|N_|tiktok;22;_3_"N_1 _2N_;;https://tiktok.com/@ilush_help/video/6826803160842079494;./downloaded/downloads\@ilush_help_6826803160842079494.mp4;;0;1;19-06-2021T18:39:56;0
@jonosean_6940189388311629062;jonosean;;;120.6;0;0;0;0;jonosean|LiftYourDream|ocd|paint|satisfying|aesthetic|tiktok;19;original sound;;https://tiktok.com/@jonosean/video/6940189388311629062;./downloaded/downloads\@jonosean_6940189388311629062.mp4;;0;1;19-06-2021T18:39:56;0
@im_ewing_6815759097355357446;im_ewing_;;;159.0;0;0;0;0;im_ewing_|tiktok|wow|fyp|foryou|foryoupage|handmade|trending;24;original sound;;https://tiktok.com/@im_ewing_/video/6815759097355357446;./downloaded/downloads\@im_ewing_6815759097355357446.mp4;;0;1;21-06-2021T00:05:08;0
@funnyvids2k21_6913865911485074690;funnyvids2k21;;;94.5;0;0;0;0;funnyvids2k21|foryou|foryoupage|4u|wee|animals|tiktok|dog|fyp|xyzbca|funny|fail|viral|fox;7;.....Wiii;;https://tiktok.com/@funnyvids2k21/video/6913865911485074690;./downloaded/downloads\@funnyvids2k21_6913865911485074690.mp4;;0;1;21-06-2021T00:05:08;0
@mr.arnav...07_6748023651062385921;mr.arnav...07;;;90.2;0;0;0;0;mr.arnav...07|tiktok;14;original sound - Sohidul Islam;;https://tiktok.com/@mr.arnav...07/video/6748023651062385921;./downloaded/downloads\@mr.arnav...07_6748023651062385921.mp4;;0;1;19-06-2021T18:39:56;0
@thesortarican_6788833646091504902;thesortarican;;;217.6;0;0;0;0;thesortarican|fyp|featureme|makeup|funny|lol|tiktok|foryou|meme|beauty;13;original sound;;https://tiktok.com/@thesortarican/video/6788833646091504902;./downloaded/downloads\@thesortarican_6788833646091504902.mp4;;0;1;21-06-2021T00:05:08;0
@mattzworl_6835045443987115270;mattzworld;;;106.4;0;0;0;0;mattzworld|foryou|foryoupage|tiktok;11;original sound;;https://tiktok.com/@mattzworld/video/6835045443987115270;./downloaded/downloads\@mattzworl_6835045443987115270.mp4;;0;1;19-06-2021T18:39:56;0
@supremevenus_6905921714199284998;supremevenus;;;104.0;0;0;0;0;supremevenus|beautification|eyelashes|fyp|tiktok|makeup;8;original sound;;https://tiktok.com/@supremevenus/video/6905921714199284998;./downloaded/downloads\@supremevenus_6905921714199284998.mp4;;1;1;23-06-2021T02:58:02;0
@deepesh_z_6838644387279359233;deepesh_zo;;;128.6;0;0;0;0;deepesh_zo|story|fyp|15svines|tiktok|tiktokindia;58;original sound;;https://tiktok.com/@deepesh_zo/video/6838644387279359233;./downloaded/downloads\@deepesh_z_6838644387279359233.mp4;;0;1;21-06-2021T00:05:08;0
@monikundu4_6798211746101267714;monikundu4;;;91.2;0;0;0;0;monikundu4|15svines|sofunny|foryou|familymasti|comedystar|tiktok;12;original sound - Abraz I Khan;;https://tiktok.com/@monikundu4/video/6798211746101267714;./downloaded/downloads\@monikundu4_6798211746101267714.mp4;;0;1;19-06-2021T18:39:56;0
@natashakhanal25_6753383764296076550;natashakhanal25;;;103.3;0;0;0;0;natashakhanal25|duet|feautureme|foryou|tiktok|keepsupporting;8;original sound - Somya;;https://tiktok.com/@natashakhanal25/video/6753383764296076550;./downloaded/downloads\@natashakhanal25_6753383764296076550.mp4;;0;1;19-06-2021T18:39:56;0
@ahma_atak_6790355609196956934;ahma_ataki;;;119.1;0;0;0;0;ahma_ataki|O3_O2_O3|tiktok|love|marocco;15;orijinal ses;;https://tiktok.com/@ahma_ataki/video/6790355609196956934;./downloaded/downloads\@ahma_atak_6790355609196956934.mp4;;1;0;19-06-2021T18:39:56;0
@alpeshpoptan_6819288993335627009;alpeshpoptani;;;121.3;0;0;0;0;alpeshpoptani|alpessalon|tiktokindia|tiktok|foryoupage|fyp|foryou|trending|style|hair;14;original sound -  SP Rathore;;https://tiktok.com/@alpeshpoptani/video/6819288993335627009;./downloaded/downloads\@alpeshpoptan_6819288993335627009.mp4;;0;1;19-06-2021T18:39:56;0
@officialhowiemandel_6749660332827970822;officialhowiemandel;;;116.9;0;0;0;0;officialhowiemandel|whitechicks|tiktok|howiemandel|fyp;29;A Thousand Miles;;https://tiktok.com/@officialhowiemandel/video/6749660332827970822;./downloaded/downloads\@officialhowiemandel_6749660332827970822.mp4;;1;0;19-06-2021T18:39:56;0
@yewu2_6801341759839309061;yewu2;;;125.2;0;0;0;0;yewu2|tiktok|fypfashionasmr;12;Without Me;;https://tiktok.com/@yewu2/video/6801341759839309061;./downloaded/downloads\@yewu2_6801341759839309061.mp4;;1;0;19-06-2021T18:39:56;0
@kamin_makeup_artist_6819937536668945665;kamin_makeup_artist;;;114.7;0;0;0;0;kamin_makeup_artist|trending|foryou|foryoupage|tiktok|tiktokindia|dermaplaning|hair;15;GARMI 3;;https://tiktok.com/@kamin_makeup_artist/video/6819937536668945665;./downloaded/downloads\@kamin_makeup_artist_6819937536668945665.mp4;;1;0;19-06-2021T18:39:56;0
@mvryhan_6807811521897352453;mvryhan;;;328.8;0;0;0;0;mvryhan|tiktok|lait|fyp|N_|fanny|pourtoi;15;_3_"N_1 _2N_;;https://tiktok.com/@mvryhan/video/6807811521897352453;./downloaded/downloads\@mvryhan_6807811521897352453.mp4;;1;0;19-06-2021T18:39:56;0
@piyushnagar77_6782116473985879297;piyushnagar77;;;127.9;0;0;0;0;piyushnagar77|puyushnagar|mercedes|tiktok|tiktokindia;11;original sound;;https://tiktok.com/@piyushnagar77/video/6782116473985879297;./downloaded/downloads\@piyushnagar77_6782116473985879297.mp4;;0;1;21-06-2021T00:05:08;0
@sagarkds_6824497403069074689;sagarkds;;;101.5;0;0;0;0;sagarkds|comedy;15;original sound;;https://tiktok.com/@sagarkds/video/6824497403069074689;./downloaded/downloads\@sagarkds_6824497403069074689.mp4;;1;0;19-06-2021T18:39:56;0
@longneck_6799859472131951877;longneck;;;145.6;0;0;0;0;longneck|fyp|foryou|tiktok|food|foruyou;9;original sound;;https://tiktok.com/@longneck/video/6799859472131951877;./downloaded/downloads\@longneck_6799859472131951877.mp4;;0;1;21-06-2021T00:05:08;0
@lely_boss_6813758281102724358;lely_boss;;;184.1;0;0;0;0;lely_boss|fyp|prank|foryou|funny;17;Fanny_lyly_boss;;https://tiktok.com/@lely_boss/video/6813758281102724358;./downloaded/downloads\@lely_boss_6813758281102724358.mp4;;0;1;19-06-2021T18:39:56;0
@britishpromise.cats_6839416095586159878;britishpromise.cats;;;275.3;0;0;0;0;britishpromise.cats|catsoftiktok|viral|funny|cute|cutness|foryoupage;13;origineel geluid;;https://tiktok.com/@britishpromise.cats/video/6839416095586159878;./downloaded/downloads\@britishpromise.cats_6839416095586159878.mp4;;1;0;19-06-2021T18:39:56;0
@khaby.lam_6948740634060639493;khaby.lame;;;219.7;0;0;0;0;khaby.lame|foryoupage|comic;30;suono originale;;https://tiktok.com/@khaby.lame/video/6948740634060639493;./downloaded/downloads\@khaby.lam_6948740634060639493.mp4;;0;1;23-06-2021T03:37:14;0
@khaby.lam_6935041553903717638;khaby.lame;;;163.3;0;0;0;0;khaby.lame|foryou|foryoupage;11;suono originale;;https://tiktok.com/@khaby.lame/video/6935041553903717638;./downloaded/downloads\@khaby.lam_6935041553903717638.mp4;;0;1;23-06-2021T02:58:02;0
@emma.cxmpbell_6866909240007691526;emma.cxmpbell;;;266.1;0;0;0;0;emma.cxmpbell|fyp|animal|lion|lioness|foryoupage|safari;13;Such a Whore (Baddest Remix);;https://tiktok.com/@emma.cxmpbell/video/6866909240007691526;./downloaded/downloads\@emma.cxmpbell_6866909240007691526.mp4;;1;0;25-06-2021T07:40:41;0
@patrickhanson17_6846097184811748613;patrickhanson17;;;306.5;0;0;0;0;patrickhanson17|trickshot|pingpong|rubegoldberg|quarantine|boredinthehouse|fyp|espn|foryoupage;53;original sound;;https://tiktok.com/@patrickhanson17/video/6846097184811748613;./downloaded/downloads\@patrickhanson17_6846097184811748613.mp4;;0;1;25-06-2021T07:40:41;0
@abrameng_6857645697915751686;abrameng;;;146.5;0;0;0;0;abrameng|foryou|foryoupage|fyp|viral|GotMilkChallenge|TikTokRecipe;12;original sound;;https://tiktok.com/@abrameng/video/6857645697915751686;./downloaded/downloads\@abrameng_6857645697915751686.mp4;;1;0;25-06-2021T07:40:41;0
@khaby.lam_6949854998838660357;khaby.lame;;;172.6;0;0;0;0;khaby.lame|foryoupage|comic;30;suono originale;;https://tiktok.com/@khaby.lame/video/6949854998838660357;./downloaded/downloads\@khaby.lam_6949854998838660357.mp4;;0;1;23-06-2021T03:31:58;0
@tamara.kimberly_6898673134929530114;tamara.kimberly;;;109.6;0;0;0;0;tamara.kimberly|truelove|foryoupage;9;true love by pink;;https://tiktok.com/@tamara.kimberly/video/6898673134929530114;./downloaded/downloads\@tamara.kimberly_6898673134929530114.mp4;;1;0;19-06-2021T18:39:56;0
@kerryhirz_6810000404328369414;kerryhirz;;;227.4;0;0;0;0;kerryhirz|foryoupage|fyp|skydiving;21;Falling;;https://tiktok.com/@kerryhirz/video/6810000404328369414;./downloaded/downloads\@kerryhirz_6810000404328369414.mp4;;1;0;25-06-2021T07:40:41;0
@xoxosantan_6861261005922536709;xoxosantana;;;186.5;0;0;0;0;xoxosantana|RN|nurse|fyp|foryoupage|wearfigs;12;Fat Joe - All the Way Up;;https://tiktok.com/@xoxosantana/video/6861261005922536709;./downloaded/downloads\@xoxosantan_6861261005922536709.mp4;;0;1;23-06-2021T02:58:02;0
@atul_bhoyar_6784617002574138626;atul_bhoyar_;;;298.3;0;0;0;0;atul_bhoyar_|foryou|team07|respectwoman|1millionauditionru|tiktok_india|expression;15;original sound - Oddboe _boe;;https://tiktok.com/@atul_bhoyar_/video/6784617002574138626;./downloaded/downloads\@atul_bhoyar_6784617002574138626.mp4;;0;1;19-06-2021T18:39:56;0
@arielctyson_6968607646542810373;arielctyson;;;155.1;0;0;0;0;arielctyson|HoldMyMilk|fyp|foryou|momdad|baby|familythings|bigfamily|foryoupage|pregnant|boydad|dadtok|momtok;17;Touch Down 2 Cause Hell;;https://tiktok.com/@arielctyson/video/6968607646542810373;./downloaded/downloads\@arielctyson_6968607646542810373.mp4;;1;0;29-06-2021T10:29:46;0
@banditthecoon_6924780149560986886;banditthecoon;;;95.1;0;0;0;0;banditthecoon|funny|fyp|raccoons|love|bff|foryoupage|ThisorThatSBLV;10;original sound;;https://tiktok.com/@banditthecoon/video/6924780149560986886;./downloaded/downloads\@banditthecoon_6924780149560986886.mp4;;1;0;25-06-2021T07:40:43;0
@inoxiasounds_6760948081396681989;inoxiasounds;;;140.8;0;0;0;0;inoxiasounds|foryou|foryoupage|fyp|dancemonkey|viral|inoxia|busker|singer;59;original sound;;https://tiktok.com/@inoxiasounds/video/6760948081396681989;./downloaded/downloads\@inoxiasounds_6760948081396681989.mp4;;0;1;19-06-2021T18:39:56;0
@anisalysi_6959917826354285826;anisalysiaaa;;;100.5;0;0;0;0;anisalysiaaa|stitch|fyp|foryoupage;11;original sound - anisalysia;;https://tiktok.com/@anisalysiaaa/video/6959917826354285826;./downloaded/downloads\@anisalysi_6959917826354285826.mp4;;0;1;19-06-2021T18:39:56;0
@carlylassley_6902782417698852102;carlylassley;;;138.8;0;0;0;0;carlylassley|babiesoftiktok|fyp|foryoupage;12;Hola Ni_os Trailer;;https://tiktok.com/@carlylassley/video/6902782417698852102;./downloaded/downloads\@carlylassley_6902782417698852102.mp4;;0;1;25-06-2021T07:40:46;0
@eliefeghaly7_6927853379196652802;eliefeghaly7;;;124.3;0;0;0;0;eliefeghaly7|eliefeghaly7|dubai|uae|visitdubai|amazing|ksa|russia|moscow|fyp|foryoupage|viral|abovetheclouds|italy|india|uk|usa|uae;14;In The End - Mellen Gi Remix;;https://tiktok.com/@eliefeghaly7/video/6927853379196652802;./downloaded/downloads\@eliefeghaly7_6927853379196652802.mp4;;0;1;25-06-2021T07:40:47;0
@vener_creations_6770755985565945093;vener_creations;;;114.5;0;0;0;0;vener_creations|procreate|savetheworld|foryoupage|forupage|fyp|4u;55;Dear 2045;;https://tiktok.com/@vener_creations/video/6770755985565945093;./downloaded/downloads\@vener_creations_6770755985565945093.mp4;;0;1;23-06-2021T02:58:02;0
@mattstauffer3_6786036492658560262;mattstauffer3;;;94.1;0;0;0;0;mattstauffer3|foryou|foryoupage|xyzbca;48;bed time;;https://tiktok.com/@mattstauffer3/video/6786036492658560262;./downloaded/downloads\@mattstauffer3_6786036492658560262.mp4;;0;1;19-06-2021T18:39:56;0
@romper_6894608724938231045;romper;;;140.4;0;0;0;0;romper|fyp|foryou|foryoupage;12;original sound;;https://tiktok.com/@romper/video/6894608724938231045;./downloaded/downloads\@romper_6894608724938231045.mp4;;0;1;25-06-2021T07:40:50;0
@kittenmeow555_6874119887996964097;kittenmeow555;;;118.9;0;0;0;0;kittenmeow555|cat|catlover|kitten|catsoftiktok|fyp|foryoupage|foryou;5;original sound;;https://tiktok.com/@kittenmeow555/video/6874119887996964097;./downloaded/downloads\@kittenmeow555_6874119887996964097.mp4;;1;0;25-06-2021T07:40:50;0
@khaby.lam_6949854524106476805;khaby.lame;;;96.9;0;0;0;0;khaby.lame|foryoupage|comic;25;suono originale;;https://tiktok.com/@khaby.lame/video/6949854524106476805;./downloaded/downloads\@khaby.lam_6949854524106476805.mp4;;0;1;23-06-2021T03:33:25;0
@_chl_aesthetics_6756698672613936390;_chl_aesthetics;;;103.0;0;0;0;0;_chl_aesthetics|glitters|glitter|aesthetic|aesthetics|slowmo|foryou|foryoupage|satisfying|fyp|goviral;10;Stop choking yourself to my audio and hi Howie;;https://tiktok.com/@_chl_aesthetics/video/6756698672613936390;./downloaded/downloads\@_chl_aesthetics_6756698672613936390.mp4;;0;1;19-06-2021T18:39:56;0
@nailartistkim_6805529505067748614;nailartistkim;;;161.4;0;0;0;0;nailartistkim|foryou|acrylic|foryoupage|nailart|nailvideos;17;Wrong;;https://tiktok.com/@nailartistkim/video/6805529505067748614;./downloaded/downloads\@nailartistkim_6805529505067748614.mp4;;1;0;19-06-2021T18:39:56;0
@edworthecreativ_6942970224828288262;edworthecreative;;;133.5;0;0;0;0;edworthecreative|viral|foryoupage|timesquare|streephotography|bodybuilder;51;Astronaut In The Ocean;;https://tiktok.com/@edworthecreative/video/6942970224828288262;./downloaded/downloads\@edworthecreativ_6942970224828288262.mp4;;1;0;19-06-2021T18:39:56;0
@itsavag_6800579287134014725;itsavage;;;142.5;0;0;0;0;itsavage|foryou|fyp|foryoupage;49;If The World Was Ending;;https://tiktok.com/@itsavage/video/6800579287134014725;./downloaded/downloads\@itsavag_6800579287134014725.mp4;;1;0;19-06-2021T18:39:56;0
@underconstruction2021_6933967402619227398;underconstruction2021;;;210.5;0;0;0;0;underconstruction2021|fy|foryoupage|foryou|car|accident;17;Monster;;https://tiktok.com/@underconstruction2021/video/6933967402619227398;./downloaded/downloads\@underconstruction2021_6933967402619227398.mp4;;1;0;19-06-2021T18:39:56;0
@davidbeck_6829040758486502661;davidbeck;;;166.9;0;0;0;0;davidbeck|tiktokwellness|esportsforall|xyzbca|fyp|fypg|foryou|foryoupage|forupage|fypage|satisfying|asmr|4u|fypchallenge|viral;18;Butterfly's Repose;;https://tiktok.com/@davidbeck/video/6829040758486502661;./downloaded/downloads\@davidbeck_6829040758486502661.mp4;;0;1;19-06-2021T18:39:56;0
@aryanverm_001_6799176966512741634;aryanverm_001;;;141.9;0;0;0;0;aryanverm_001|foryou|foryoupage|tiktok|viral|wow;21;original sound - _Artist boi_;;https://tiktok.com/@aryanverm_001/video/6799176966512741634;./downloaded/downloads\@aryanverm_001_6799176966512741634.mp4;;0;1;19-06-2021T18:39:56;0
@davidbeck_6923014058715368710;davidbeck;;;146.8;0;0;0;0;davidbeck|bellletstalk|xgamesmode|xyzbca|asmr|satisfying|trending|viral|fyp|foryou|foryoupage|4u|duet|fyp_|fypg|fu;11;original sound;;https://tiktok.com/@davidbeck/video/6923014058715368710;./downloaded/downloads\@davidbeck_6923014058715368710.mp4;;0;1;19-06-2021T18:39:56;0
@kapsalonfreedomboxmeer_6961386642519182597;kapsalonfreedomboxmeer;;;283.6;0;0;0;0;kapsalonfreedomboxmeer|viral|viralforyou|foryou|foryoupage|kapsalonfreedomboxmeer;59;origineel geluid;;https://tiktok.com/@kapsalonfreedomboxmeer/video/6961386642519182597;./downloaded/downloads\@kapsalonfreedomboxmeer_6961386642519182597.mp4;;0;1;29-06-2021T10:25:17;0
@abelcarden_6774280629434584325;abelcarden;;;142.2;0;0;0;0;abelcarden|foryou|fyp|foryoupage|fy|AF1|imessedup;41;original sound;;https://tiktok.com/@abelcarden/video/6774280629434584325;./downloaded/downloads\@abelcarden_6774280629434584325.mp4;;1;0;19-06-2021T18:39:56;0
@desirock_07_6961422744852434177;desirock_07;;;240.8;0;0;0;0;desirock_07|foryou|foryoupage;18;original sound;;https://tiktok.com/@desirock_07/video/6961422744852434177;./downloaded/downloads\@desirock_07_6961422744852434177.mp4;;1;0;29-06-2021T10:26:50;0
