@emma.cxmpbell_6866909240007691526;emma.cxmpbell;264.5;emma.cxmpbell|fyp|animal|lion|lioness|foryoupage|safari;13;Such a Whore (Baddest Remix);https://tiktok.com/@emma.cxmpbell/video/6866909240007691526;./downloaded/100mil+\@emma.cxmpbell_6866909240007691526.mp4;1;0
@patrickhanson17_6846097184811748613;patrickhanson17;305.2;patrickhanson17|trickshot|pingpong|rubegoldberg|quarantine|boredinthehouse|fyp|espn|foryoupage;53;original sound;https://tiktok.com/@patrickhanson17/video/6846097184811748613;./downloaded/100mil+\@patrickhanson17_6846097184811748613.mp4;0;1
@abrameng_6857645697915751686;abrameng;144.3;abrameng|foryou|foryoupage|fyp|viral|GotMilkChallenge|TikTokRecipe;12;original sound;https://tiktok.com/@abrameng/video/6857645697915751686;./downloaded/100mil+\@abrameng_6857645697915751686.mp4;1;0
@khaby.lame_6949854998838660357;khaby.lame;171.0;khaby.lame|foryoupage|comic;30;suono originale;https://tiktok.com/@khaby.lame/video/6949854998838660357;./downloaded/100mil+\@khaby.lame_6949854998838660357.mp4;-1;0
@tamara.kimberly_6898673134929530114;tamara.kimberly;109.6;tamara.kimberly|truelove|foryoupage;9;true love by pink;https://tiktok.com/@tamara.kimberly/video/6898673134929530114;./downloaded/100mil+\@tamara.kimberly_6898673134929530114.mp4;1;0
@kerryhirz_6810000404328369414;kerryhirz;226.4;kerryhirz|foryoupage|fyp|skydiving;21;Falling;https://tiktok.com/@kerryhirz/video/6810000404328369414;./downloaded/100mil+\@kerryhirz_6810000404328369414.mp4;1;0
@xoxosantana_6861261005922536709;xoxosantana;186.5;xoxosantana|RN|nurse|fyp|foryoupage|wearfigs;12;Fat Joe - All the Way Up;https://tiktok.com/@xoxosantana/video/6861261005922536709;./downloaded/100mil+\@xoxosantana_6861261005922536709.mp4;0;0
@atul_bhoyar__6784617002574138626;atul_bhoyar_;298.3;atul_bhoyar_|foryou|team07|respectwoman|1millionauditionru|tiktok_india|expression;15;original sound - Oddboe ⭐️boe;https://tiktok.com/@atul_bhoyar_/video/6784617002574138626;./downloaded/100mil+\@atul_bhoyar__6784617002574138626.mp4;0;1
@arielctyson_6968607646542810373;arielctyson;128.7;arielctyson|HoldMyMilk|fyp|foryou|momdad|baby|familythings|bigfamily|foryoupage|pregnant|boydad|dadtok|momtok;17;Touch Down 2 Cause Hell;https://tiktok.com/@arielctyson/video/6968607646542810373;./downloaded/100mil+\@arielctyson_6968607646542810373.mp4;1;0
@banditthecoon_6924780149560986886;banditthecoon;94.2;banditthecoon|funny|fyp|raccoons|love|bff|foryoupage|ThisorThatSBLV;10;original sound;https://tiktok.com/@banditthecoon/video/6924780149560986886;./downloaded/90mil+\@banditthecoon_6924780149560986886.mp4;1;0
